title,author,genre,level,number_in,number_out,available
Vampire Academy: Blood Promose (Book 4),Richelle Mead,Fantasy,OPQ,1,0,TRUE
Vampire Academy: Frostbite (Book 2),Richelle Mead,Fantasy,OPQ,1,0,TRUE
Vampire Academy: Shadow Kiss (Book 3),Richelle Mead,Fantasy,OPQ,1,0,TRUE
Vampire Academy: Spirit Bound (Book 5),Richelle Mead,Fantasy,OPQ,1,0,TRUE
Voices From the Disaster: Titanic,Deborah Hopkinson,Historical Fiction,Y,1,0,TRUE
Waiting for Normal,Leslie Connor,Realistic Fiction,RST,1,0,TRUE
Wake Me in Spring,James Preller,Learning to Read/Humor,J,1,0,TRUE
Walk Two Moons,Sharon Creech,Realistic Fiction,W,5,0,TRUE
Warriors Don't Cry: The Searing Memoir of the Battle to Integrate Little Rock's Central High,Melba Pattillo Beals,Memoir,X,1,0,TRUE
Warriors: A Dangerous Path (Book 5),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Fire and Ice (Book 2),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Into the Wild (Book 1),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Omen of the Starts: The Last Hope (Book 6),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Power of Three: Dark River (Book 2),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Power of Three: Eclipse (Book 4),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Power of Three: Long Shadows (Book 5),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Power of Three: Outcast (Book 3),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Power of Three: Sunrise (Book 6),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Power of Three: The Sight (Book 1),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: Rising Storm (Book 4),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: The Darkest Hour (Book 6),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: The New Prophesy: Dawn (Book 3),Erin Hunter,Fantasy,S,2,0,TRUE
Warriors: The New Prophesy: Midnight (Book 1),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: The New Prophesy: Moonrise (Book 2),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: The New Prophesy: Starlight (Book 4),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: The New Prophesy: Sunset (Book 6),Erin Hunter,Fantasy,S,1,0,TRUE
Warriors: The New Prophesy: Twilight (Book 5),Erin Hunter,Fantasy,S,1,0,TRUE
"Whales, Dolphins, and Other Marine Mammals",George S. Fichter,Non-Fiction,,1,0,TRUE
"When Plague Strikes: The Black Death, Smallpox, AIDS",James Cross Giblin,Non-Fiction,Z,1,0,TRUE
White Fang,Jack London,Adventure/Classics,Y,1,0,TRUE
"White Star, Dog on the Titanic",Marty Crisp,Historical Fiction,U,1,0,TRUE
Who Ran My Underwear Up the Flagpole?,Jerry Spinelli,Realistic Fiction,U,1,0,TRUE
Witness,Karen Hesse,Historical Fiction/Poetry,W,2,0,TRUE
Woman Hollering Creek,Sandra Cisneros,Multicultural,Z,2,0,TRUE
Wonder,R.J. Palacio,Realistic Fiction,U,4,0,TRUE
Woodsong,Gary Paulson,Adventure,T,1,0,TRUE
Writing Incredibily Short Plays Poems Stories,Norton Gretton,How To/Creative Writing,,1,0,TRUE
Wuthering Heights,Emily Bronte,Classics,Z,1,0,TRUE
"You Want Women to Vote, Lizzie Stanton?",Jean Fritz,Historical Fiction,T,1,0,TRUE
Young Samurai: The Way of the Dragon,Chris Bradford,Historical Fiction,V,1,0,TRUE
Zazoo,Richard Mosher,Realistic Fiction,Z,1,0,TRUE
Zipped,Laura McNeal & Tom McNeal,Mystery,RST,1,0,TRUE
Zlata's Diary: A Child's Life in Sarajevo,Zlata Filipovic,Autobiography,X,1,0,TRUE
